"Code d'organisme";"Nom d'organisme officiel";"Code organisme responsable";"Adresse de courrier electronique";"Adresse de site WEB";"Ordre d'appartenance";"Réseau d'enseignement";"Type d'organisme";"Numéro de téléphone";"Numéro de poste téléphone";"Numéro de télécopieur";"Nom du directeur";"Prénom du directeur";"Appellation";"Titre de l'intervenant";"Circonscription électorale provinciale";"Code postal de l'adresse géographique";"Numéro - nom de rue et casier postal de l'adresse postale";"Région administrative";"Latitude";"Longitude";"Municipalité de l'adresse géographique";"Français";"Anglais";
"931001";"Cégep de Baie-Comeau";"";"communications@cegep-baie-comeau.qc.ca";"www.cegep-baie-comeau.qc.ca";"32";"Public";"Cégep";"4185895707";"";"(418) 589-9842";"Montigny";"Claude";"M.";"Directeur  général";"89";"G5C2B2";"537, boulevard Blanche";"9";"49.199";"-68.292";"32";"Oui";"Non";
"914000";"Cégep de Bois-de-Boulogne";"";"anne.thibaudeau@bdeb.qc.ca";"www.bdeb.qc.ca/";"32";"Public";"Cégep";"5143323000";"6004";"(514) 332-5857";"Piché";"Maurice";"M.";"Directeur général";"2";"H4N1L4";"10555, avenue de Bois-de-Boulogne";"6";"45.526";"-73.671";"0";"Oui";"Non";
"932002";"Cégep de Chicoutimi";"";"dirgene@cchic.ca";"www.cegep-chicoutimi.qc.ca/";"32";"Public";"Cégep";"4185499520";"1200";"(418) 549-1107";"4";"0";"M.";"Directeur général par intérim";"25";"G7H1Z6";"534, rue Jacques-Cartier Est";"2";"48.421";"-71.066";"7";"Oui";"Non";
"907001";"Cégep de Drummondville";"";"communications@cegepdrummond.ca";"www.cegepdrummond.ca";"32";"Public";"Cégep";"8194784671";"4101";"(819) 474-6859";"Bourdages";"3";"Mme.";"Directrice générale";"50";"J2C6A2";"960, rue Saint-Georges";"17";"45.896";"-72.516";"14";"Oui";"Non";
"904001";"Cégep de Granby-Haute-Yamaska";"";"ldeslandes@cegepgranby.qc.ca";"www.cegepgranby.qc.ca";"32";"Public";"Cégep";"4503726614";"1120";"(450) 372-6565";"Lambert";"34";"M.";"Directeur général";"39";"J2G3N1";"Case postale 7000";"16";"45.389";"-72.749";"16";"Oui";"Non";
"932003";"Cégep de Jonquière";"";"guylaine.proulx@cjonquiere.qc.ca";"www.cjonquiere.qc.ca/";"32";"Public";"Cégep";"4185472191";"230";"(418) 547-6965";"Proulx";"Guylaine";"Mme.";"Directrice générale";"52";"G7X7W2";"2505, rue Saint-Hubert";"2";"48.379";"-71.382";"7";"Oui";"Non";
"920000";"Cégep de l'Abitibi-Témiscamingue";"";"";"www.cegepat.qc.ca/";"32";"Public";"Cégep";"8197620931";"";"(819) 762-2071";"48";"34";"M.";"Directeur général";"99";"J9X5E5";"425, boulevard du Collège";"8";"48.238";"-79.02";"26";"Oui";"Non";
"900000";"Cégep de la Gaspésie et des Îles";"";"infogaspe@cegepgim.ca";"www.cegepgim.ca/";"32";"Public";"Cégep";"4183682201";"1626";"(418) 368-7069";"Galipeau";"37";"M.";"Directeur général";"36";"G4X2S8";"96, rue Jacques-Cartier";"11";"48.902";"-64.475";"41";"Oui";"Non";
"923000";"Cégep de La Pocatière";"";"information@cegeplapocatiere.qc.ca";"www.cegeplapocatiere.qc.ca";"32";"Public";"Cégep";"4188561525";"2257";"(418) 856-4589";"Harvey";"Claude";"M.";"Directeur général";"28";"G0R1Z0";"140, 4e Avenue";"1";"46.737";"-70.579";"43";"Oui";"Non";
"921000";"Cégep de Lévis-Lauzon";"";"";"www.cll.qc.ca/";"32";"Public";"Cégep";"4188335110";"";"(418) 833-7323";"Sylvain";"Claire";"Mme.";"Directrice générale";"64";"G6V6Z9";"205, rue Mgr-Bourget";"12";"46.825";"-71.15";"8";"Oui";"Non";
"902002";"Cégep de Limoilou, campus de Charlesbourg";"902000";"infolimoilou@climoilou.qc.ca";"www.climoilou.qc.ca";"32";"Public";"Centre d'enseignement";"4186476600";"";"(418) 624-3714";"Smith";"7";"M.";"Directeur des services administratifs et du Campus de Charlesbourg";"21";"G1H7L4";"7600, 3e Avenue Est";"3";"46.843";"-71.243";"1";"Oui";"Non";
"919000";"Cégep de l'Outaouais";"";"";"www.cegepoutaouais.qc.ca/";"32";"Public";"Cégep";"8197704012";"";"(819) 770-8167";"29";"Frédéric";"M.";"Directeur général";"42";"J8Y6M4";"333, boul. de la Cité-des-Jeunes";"7";"45.447";"-75.735";"3";"Oui";"Non";
"916000";"Cégep de Maisonneuve";"";"communic@cmaisonneuve.qc.ca";"www.cmaisonneuve.qc.ca/";"32";"Public";"Cégep";"5142547131";"4599";"";"Habel";"Malika";"Mme.";"Directrice générale";"41";"H1X2A2";"3800, rue Sherbrooke Est";"6";"45.556";"-73.573";"0";"Oui";"Non";
"927000";"Cégep de Matane";"";"information@cegep-matane.qc.ca";"www.cegep-matane.qc.ca";"32";"Public";"Cégep";"4185621240";"2154";"(418) 566-2115";"Massé";"Rémi";"M.";"Directeur général";"72";"G4W1L1";"616, avenue Saint-Rédempteur";"1";"48.837";"-67.567";"48";"Oui";"Non";
"901000";"Cégep de Rimouski";"";"dircorpo@cegep-rimouski.qc.ca";"www.cegep-rimouski.qc.ca/";"32";"Public";"Cégep";"4187231880";"2574";"(418) 723-6767";"Villeneuve";"Jean-Pierre";"M.";"Directeur général";"93";"G5L4H6";"60, rue de l'Évêché Ouest";"1";"48.46";"-68.521";"21";"Oui";"Non";
"922000";"Cégep de Rivière-du-Loup";"";"sercom@cegep-rdl.qc.ca";"www.cegep-rdl.qc.ca/";"32";"Public";"Cégep";"4188626903";"";"(418) 862-4959";"Gingras";"René";"M.";"Directeur général";"94";"G5R1R1";"80, rue Frontenac";"1";"47.85";"-69.535";"53";"Oui";"Non";
"915000";"Cégep de Rosemont";"";"registrariat@crosemont.qc.ca";"www.crosemont.qc.ca/";"32";"Public";"Cégep";"5143761620";"";"(514) 376-1440";"Godbout";"33";"M.";"Directeur général";"97";"H1X2S9";"6400, 16e Avenue";"6";"45.556";"-73.573";"0";"Oui";"Non";
"903000";"Cégep de Sainte-Foy";"";"";"www.cegep-ste-foy.qc.ca/";"32";"Public";"Cégep";"4186596600";"";"(418) 659-4563";"7";"Carole";"Mme.";"Directrice générale";"49";"G1V1T3";"2410, chemin Sainte-Foy";"3";"46.791";"-71.264";"1";"Oui";"Non";
"928000";"Cégep de Saint-Jérôme";"";"communications-et-promotion@cstj.qc.ca";"www.cstj.qc.ca/";"32";"Public";"Cégep";"4504361580";"1111";"(450) 436-7348";"16";"Francine";"Mme.";"Directrice générale";"104";"J7Z4V2";"455, rue Fournier";"15";"45.794";"-73.989";"15";"Oui";"Non";
"912000";"Cégep de Saint-Laurent";"";"info@cegepsl.qc.ca";"www.cegepsl.qc.ca/";"32";"Public";"Cégep";"5147476521";"";"(514) 748-1249";"Cormier";"Mathieu";"M.";"Directeur général";"2";"H4L3X7";"625, avenue Sainte-Croix";"6";"45.506";"-73.675";"0";"Oui";"Non";
"931002";"Cégep de Sept-Îles";"";"info@cegep-sept-iles.qc.ca";"www.cegep-sept-iles.qc.ca/";"32";"Public";"Cégep";"4189629848";"";"(418) 962-2458";"Bherer";"Donald";"M.";"Directeur général";"34";"G4R5B7";"175, rue De La Vérendrye";"9";"50.224";"-66.396";"57";"Oui";"Non";
"931003";"Cégep de Sept-Îles (section anglophone)";"931002";"info@cegep-sept-iles.qc.ca";"www.cegep-sept-iles.qc.ca/";"32";"Public";"Centre d'enseignement";"4189629848";"";"(418) 962-2458";"Bherer";"Donald";"M.";"Directeur général";"34";"G4R5B7";"175, rue De La Vérendrye";"9";"50.224";"-66.396";"57";"Non";"Oui";
"904000";"Cégep de Sherbrooke";"";"communications@cegepsherbrooke.qc.ca";"cegepsherbrooke.qc.ca/";"32";"Public";"Cégep";"8195646350";"";"(819) 564-1579";"12";"Marie-France";"Mme.";"Directrice générale";"100";"J1E4K1";"475, rue du Cégep";"5";"45.428";"-71.865";"5";"Oui";"Non";
"907002";"Cégep de Sorel-Tracy";"";"info@cegepst.qc.ca";"www.cegepst.qc.ca/";"32";"Public";"Cégep";"4507426651";"";"(450) 742-1878";"Desroches";"Fabienne";"Mme.";"Directrice générale et directrice de la formation continue";"91";"J3R5B9";"3000, boulevard de Tracy";"16";"46.011";"-73.148";"58";"Oui";"Non";
"932004";"Cégep de St-Félicien";"";"info@cstfelicien.qc.ca";"www.cstfelicien.qc.ca/";"32";"Public";"Cégep";"4186795412";"";"(418) 679-0238";"28";"Louis";"M.";"Directeur général";"96";"G8K2R8";"1105, boulevard Hamel C. P. 7300";"2";"48.639";"-72.418";"STFélicien";"Oui";"Non";
"907003";"Cégep de St-Hyacinthe";"";"info@cegepsth.qc.ca";"www.cegepsth.qc.ca/";"32";"Public";"Cégep";"4507736800";"2208";"(450) 773-9971";"Sylvestre";"Roger";"M.";"Directeur général";"102";"J2S1H9";"3000, avenue Boullé";"16";"45.623";"-72.957";"18";"Oui";"Non";
"924000";"Cégep de Thetford";"";"webmestre@cegepth.qc.ca";"www.cegepth.qc.ca/";"32";"Public";"Cégep";"4183388591";"";"(418) 338-6691";"Rousseau";"Robert";"M.";"Directeur général";"65";"G6G1N1";"671, boulevard Frontenac Ouest";"12";"46.174";"-71.445";"59";"Oui";"Non";
"905000";"Cégep de Trois-Rivières";"";"dir.generale@cegeptr.qc.ca";"www.cegeptr.qc.ca/";"32";"Public";"Cégep";"8193761721";"2010";"(819) 693-4663";"0";"Raymond-Robert";"M.";"Directeur général et secrétaire général";"115";"G9A5E6";"3500, rue De Courval C. P. 97";"4";"46.328";"-72.567";"6";"Oui";"Non";
"918000";"Cégep de Valleyfield";"";"courrier@colval.qc.ca";"www.colval.qc.ca/";"32";"Public";"Cégep";"4503739441";"";"(450) 377-6035";"Laperrière";"Guy";"M.";"Directeur général";"8";"J6T1X6";"169, rue Champlain";"16";"45.257";"-74.113";"28";"Oui";"Non";
"925000";"Cégep de Victoriaville";"";"information@cgpvicto.qc.ca";"www.cgpvicto.qc.ca/";"32";"Public";"Cégep";"8197586401";"2481";"(819) 758-8960";"Guay";"36";"M.";"Directeur général par intérim";"5";"G6P4B3";"475, rue Notre-Dame Est";"17";"46.047";"-71.913";"24";"Oui";"Non";
"915001";"Cégep@distance";"915000";"infoscol@cegepadistance.ca";"www.cegepadistance.ca";"32";"Public";"Établissement d'enseignement";"5148646464";"";"(514) 864-6400";"Dessureault";"Louis-René";"M.";"Directeur du Cégep à distance";"97";"H1X2S9";"6300, 16e Avenue";"6";"45.556";"-73.573";"0";"Oui";"Non";
"915003";"Cégep@distance (anglophone)";"915000";"infoscol@cegepadistance.ca";"www.cepegadistance.ca";"32";"Public";"Établissement d'enseignement";"5148646464";"";"(514) 864-6400";"Dessureault";"Louis-René";"M.";"Directeur du Cégep à distance";"97";"H1X2S9";"6300, 16e Avenue";"6";"45.556";"-73.573";"0";"Non";"Oui";
"915002";"Cégep@distance international";"915000";"infoscol@cegepadistance.ca";"www.cegepadistance.ca";"32";"Public";"Établissement d'enseignement";"5148646464";"";"(514) 864-6400";"Dessureault";"Louis-René";"M.";"Directeur du Cégep à distance";"97";"H1X2S9";"6300, 6e Avenue";"6";"45.556";"-73.573";"0";"Oui";"Non";
"917000";"Cégep du Vieux Montréal";"";"mlangevin@cvm.qc.ca";"www.cvm.qc.ca/";"32";"Public";"Cégep";"5149823437";"2150";"(514) 982-3427";"Lanciault";"Murielle";"Mme.";"Directrice générale";"106";"H2X1X6";"255, rue Ontario Est";"6";"45.51";"-73.56";"0";"Oui";"Non";
"909000";"Cégep Édouard Montpetit";"";"communications@cegepmontpetit.ca";"www.cegepmontpetit.ca";"32";"Public";"Cégep";"4506792631";"";"(450) 679-5570";"Brasset";"31";"M.";"Directeur général";"112";"J4H3M6";"945, chemin de Chambly";"16";"45.536";"-73.515";"4";"Oui";"Non";
"926000";"Cégep François-Xavier Garneau";"";"communications@cegepgarneau.ca";"www.cegepgarneau.ca";"32";"Public";"Cégep";"4186888310";"2462";"(418) 681-9384";"Trudeau";"Denise";"Mme.";"Directrice générale";"113";"G1S4S3";"1660, boulevard de l'Entente";"3";"46.91";"-71.193";"1";"Oui";"Non";
"939000";"Cégep Gérald-Godin";"";"dg@cgodin.qc.ca";"www.cgodin.qc.ca";"32";"Public";"Cégep";"5146262666";"5250";"(514) 626-6866";"2";"Christian";"M.";"Directeur général";"80";"H9H5K8";"15615, boul. Gouin Ouest";"6";"45.484";"-73.863";"0";"Oui";"Non";
"935000";"Cégep John Abbott";"";"";"www.johnabbott.qc.ca/";"32";"Public";"Cégep";"5144576610";"";"(514) 457-4730";"Halpin";"John";"M.";"Directeur général";"46";"H9X3L9";"21275, rue Lakeshore";"6";"45.43";"-73.922";"67";"Non";"Oui";
"902000";"Cégep Limoilou";"";"infolimoilou@climoilou.qc.ca";"www.climoilou.qc.ca/";"32";"Public";"Cégep";"4186476600";"";"(418) 647-6798";"Grou";"Louis";"M.";"Directeur général";"47";"G1J5L5";"1300, 8e Avenue";"3";"46.844";"-71.24";"1";"Oui";"Non";
"911000";"Cégep Lionel Groulx";"";"ymarcotte@clg.qc.ca";"www.clg.qc.ca/";"32";"Public";"Cégep";"4504303120";"2901";"(450) 971-7883";"Beauchamp";"Michel Louis";"M.";"Directeur général";"40";"J7E3G6";"100, rue Duquet";"15";"45.638";"-73.841";"56";"Oui";"Non";
"938000";"Cégep Marie-Victorin";"";"promotion@collegemv.qc.ca";"www.collegemv.qc.ca";"32";"Public";"Cégep";"5143250150";"";"(514) 328-3830";"Mandeville";"34";"M.";"Directeur général";"15";"H1G2J6";"7000, rue Marie-Victorin";"6";"45.621";"-73.608";"0";"Oui";"Non";
"938003";"Cégep Marie-Victorin (section anglophone)";"938000";"";"www.collegemc.qc.ca";"32";"Public";"Centre d'enseignement";"5143250150";"";"(514) 328-3830";"Deschênes";"17";"Mme.";"Directrice de la formation continue et des services aux entreprises";"15";"H1G2J6";"7000, rue Marie-Victorin";"6";"45.621";"-73.608";"0";"Non";"Oui";
"930000";"Cégep Montmorency";"";"info@cmontmorency.qc.ca";"www.cmontmorency.qc.ca/";"32";"Public";"Cégep";"4509756100";"";"(450) 975-6116";"Pilon";"Hervé";"M.";"Directeur général";"62";"H7N5H9";"475, boulevard de l'Avenir";"13";"45.564";"-73.725";"2";"Oui";"Non";
"940000";"Cégep régional de Lanaudière";"";"infocom@collanaud.qc.ca";"www.cegep-lanaudiere.qc.ca";"32";"Public";"Collège régional";"4504700911";"";"(450) 581-1567";"3";"Marcel";"M.";"Directeur général";"90";"J5Y1B4";"781, rue Notre-Dame";"14";"45.789";"-73.411";"12";"Oui";"Non";
"910000";"Cégep régional de Lanaudière à Joliette";"940000";"";"www.cegep-lanaudiere.qc.ca";"32";"Public";"Collège constituant";"4507591661";"";"(450) 759-4468";"Perreault";"Chantale";"Mme.";"Directrice du collège constituant et directrice des études";"51";"J6E4T1";"20, rue Saint-Charles Sud";"14";"46.046";"-73.453";"42";"Oui";"Non";
"940001";"Cégep régional de Lanaudière à L'Assomption";"940000";"";"www.cegep-lanaudiere.qc.ca";"32";"Public";"Collège constituant";"4504700922";"";"(450) 589-8926";"Théroux";"Gabrielle";"Mme.";"Directrice du collège constituant et directrice des études";"60";"J5W6C1";"180, rue Dorval";"14";"45.895";"-73.433";"L'Assomption";"Oui";"Non";
"940002";"Cégep régional de Lanaudière à Terrebonne";"940000";"";"www.cegep-lanaudiere.qc.ca";"32";"Public";"Collège constituant";"4504700933";"";"(450) 966-1347";"Rouleau";"25";"M.";"Directeur du collège constituant et directeur des études";"114";"J6X5S5";"2505, boulevard des Entreprises";"14";"45.725";"-73.669";"10";"Oui";"Non";
"908000";"Cégep Saint-Jean-sur-Richelieu";"";"communications@cstjean.qc.ca";"www.cstjean.qc.ca/";"32";"Public";"Cégep";"4503475301";"";"(450) 358-9350";"Denis";"5";"Mme.";"Directrice générale";"103";"J3B7B1";"30, boul. du Séminaire Nord C. P. 1018";"16";"45.287";"-73.258";"11";"Oui";"Non";
"908003";"Cégep Saint-Jean-sur-Richelieu (militaire francophone)";"908000";"communications@cstjean.qc.ca";"www.cstjean.qc.ca";"32";"Public";"Centre d'enseignement";"4503586500";"";"(450) 358-9350";"Denis";"5";"Mme.";"Directrice générale";"103";"J3B8R8";"15, rue Jacques-Cartier Nord";"16";"45.287";"-73.258";"11";"Oui";"Non";
"908002";"Cégep St-Jean-sur-Richelieu (militaire anglophone)";"908000";"communication@stjean.qc.ca";"www.cstjean.qc.ca/";"32";"Public";"Centre d'enseignement";"4503586500";"";"(450) 358-9350";"Denis";"5";"Mme.";"Directrice générale";"103";"J3B8R8";"15, rue Jacques-Cartier Nord";"16";"45.287";"-73.258";"11";"Non";"Oui";
"034501";"Centre académique de Lanaudière";"034500";"drn@lecadl.com";"lecadl.com";"3";"Privé";"Installation";"4506545026";"";"(450) 654-5701";"Normandin";"Roger";"M.";"";"90";"J6A5H5";"930, boulevard l'Assomption";"14";"45.736";"-73.457";"12";"Oui";"Non";
"602501";"Centre académique de l'Outaouais";"602500";"administration.cado@gmail.com";"www.cado.ca";"6";"Privé";"Installation";"8198932236";"";"(819) 893-2237";"Grant";"Danielle";"Mme.";"";"85";"J8P1H1";"858, boulevard Maloney Est";"7";"45.521";"-75.63";"3";"Oui";"Oui";
"035501";"Centre académique Fournier inc., section primaire";"035500";"paola.gravino@academiefournier.qc.ca";"www.academiefournier.qc.ca";"2";"Privé";"Installation";"5143212642";"222";"(514) 321-0278";"Gravino";"Paola";"Mme.";"Directrice générale";"15";"H1H4Y4";"10339, avenue du  Parc-Georges";"6";"45.592";"-73.692";"0";"Oui";"Non";
"035502";"Centre académique Fournier inc., section secondaire";"035500";"paola.gravino@academiefournier.qc.ca";"www.academiefournier.qc.ca";"4";"Privé";"Installation";"5143211546";"0";"(514) 321-9604";"Gravino";"Paola";"Mme.";"Directrice générale";"15";"H1H2K9";"3360, rue Prieur Est";"6";"45.592";"-73.692";"0";"Oui";"Non";
"771490";"Centre Administration, commerce et secrétariat de Gatineau";"771000";"cacs@csdraveurs.qc.ca";"www.csdraveurs.qc.ca/cacs/";"8";"Public";"Centre de formation prof.";"8196434640";"";"(819) 643-5204";"Dufour";"20";"Mme.";"Directrice";"20";"J8P3T6";"183, rue Broadway Ouest";"7";"45.521";"-75.63";"3";"Oui";"Non";
"888074";"Centre Bourbonnière (Mountainview)";"888000";"";"";"7";"Public";"École";"5143651484";"";"(514) 365-7375";"Galley";"Colleen";"Mme.";"Directrice d'école secondaire";"67";"H8P1X9";"7587, boulevard LaSalle";"6";"45.426";"-73.601";"46";"Non";"Oui";
"762328";"Centre Champagnat - (jour)";"762000";"champagnat@csdm.qc.ca";"www.csdm.qc.ca/champagnat";"16";"Public";"Centre éducation des adultes";"5143508060";"";"(514) 350-8813";"Lachaîne";"34";"M.";"Directrice";"74";"H2J2X9";"5017, rue Saint-Hubert";"6";"45.531";"-73.591";"0";"Oui";"Oui";
"928001";"Centre collégial de Mont-Laurier";"928000";"";"";"32";"Public";"Centre d'enseignement";"8196231525";"";"(819) 623-4749";"Mayer";"Gilles";"M.";"Directeur";"53";"J9L2K1";"700, rue Parent";"15";"46.552";"-75.466";"MTLaurier";"Oui";"Non";
"928002";"Centre collégial de Mont-Tremblant";"928000";"dbournival@cstj.qc.ca";"";"32";"Public";"Centre d'enseignement";"4504361580";"";"(450) 565-6622";"Aitken";"9";"Mme.";"Directrice-adjointe des études,  Centre collégial de Mont-Tremblant (CCMT)";"53";"J8E2T3";"619, boul. du Docteur-Gervais";"15";"46.158";"-74.622";"MTTremblant";"Oui";"Non";
"905092";"Centre collégial de transfert de technologie en télécommunications";"905000";"tayeb.medjeldi@cegeptr.qc.ca";"www.c2t3.qc.ca";"32";"Public";"Centre coll de transfert tech.";"8198405504";"226";"(819) 841-0094";"Medjeldi";"Tayeb";"M.";"Directeur du CCTT en télécommunications C2T3";"115";"G8Z1M8";"3343, rue Foucher";"4";"46.346";"-72.566";"6";"Non";"Non";
"923091";"Centre collégial de transfert technologique en optique-photonique OPTECH";"923000";"martin.langlois@cctt-optech.ca";"www.cctt-optech.ca";"32";"Public";"Centre coll de transfert tech.";"4188564350";"";"(418) 856-3458";"Langlois";"23";"M.";"Directeur général";"28";"G0R1Z0";"129, rue du Parc-de-l'innovation";"1";"46.737";"-70.579";"43";"Oui";"Non";
"888071";"Centre d'accueil Dawson Alternative";"888000";"";"";"6";"Public";"École";"5146360910";"";"(514) 636-6611";"Galley";"Colleen";"Mme.";"Directrice d'école secondaire";"69";"H9S1X5";"825, boulevard Dawson";"6";"45.447";"-73.732";"Dorval";"Non";"Oui";
"888077";"Centre d'accueil le Programme de Portage inc.";"888000";"";"";"4";"Public";"École";"5146949894";"";"(514) 694-5355";"Galley";"Colleen";"Mme.";"Directrice d'école secondaire";"46";"H9W2E1";"141, avenue Elm";"6";"45.434";"-73.848";"31";"Non";"Oui";
"883025";"Centre d'apprentissage Eastern Townships";"883000";"sthilairea@etsb.qc.ca";"learningcentre.etsb.qc.ca/";"4";"Public";"École";"8198221385";"";"(819) 822-4248";"McCourt";"Peggy";"Mme.";"Directrice";"100";"J1M0C8";"1700, rue Collège Case postale 5002";"5";"45.379";"-71.851";"5";"Non";"Oui";
"864366";"Centre d'apprentissage personnalisé le Cap";"864000";"centre_cap@csmv.qc.ca";"";"16";"Public";"Centre éducation des adultes";"4506462391";"";"(450) 646-3910";"Tardif";"13";"Mme.";"Directrice";"68";"J4J3A4";"1600, rue Bourassa";"16";"45.534";"-73.486";"4";"Oui";"Oui";
"887408";"Centre de carrières Saint Pius X";"887000";"";"";"8";"Public";"Centre de formation prof.";"5143815440";"";"(514) 381-1124";"Sideropoulos";"Alice";"Mme.";"";"29";"H2B1Z9";"9955 rue Papineau";"6";"45.57";"-73.646";"0";"Non";"Oui";
"040600";"Centre de développement de la formation et de la main-d'oeuvre Huron-Wendat";"";"julie.vincent@cnhw.qc.ca";"";"16";"Gouvernemental";"École gouvernementale";"4188421026";"0305";"(418) 842-3076";"Vincent";"Julie B.";"Mme.";"";"24";"G0A4V0";"100, rue de l'Ours";"3";"46.819";"-71.969";"Wendake";"Oui";"Non";
"885303";"Centre de développement des compétences Laurier - Lachute";"885000";"sthibault@swlauriersb.qc.ca";"bilingualtraining.ca";"16";"Public";"Centre éducation des adultes";"4505623721";"3310";"(450) 562-5738";"Halman";"Heather";"Mme.";"Directrice de Centre";"4";"J8H2C1";"171, rue Mary";"15";"45.652";"-74.334";"45";"Oui";"Oui";
"885403";"Centre de développement des compétences Laurier - Lachute";"885000";"jgoulet@swlauriersb.qc.ca";"bilingualtraining.ca";"8";"Public";"Centre de formation prof.";"4505623721";"";"(450) 562-5738";"Halman";"Heather";"Mme.";"Directrice de Centre";"4";"J8H2C1";"171, rue Mary";"14";"45.652";"-74.334";"45";"Oui";"Oui";
"885401";"Centre de développement des compétences Laurier - Pont-Viau";"885000";"jgoulet@swlauriersb.qc.ca";"bilingualtraining.ca";"8";"Public";"Centre de formation prof.";"4506803032";"";"(450) 662-0870";"Kelly";"Eileen";"Mme.";"Directrice de Centre";"62";"H7G3A8";"60, rue Lahaie";"13";"45.591";"-73.694";"2";"Oui";"Oui";
