"Code d'organisme";"Nom courant";"Nom d'organisme officiel";"Code organisme responsable";"Nom d'organisme responsable";"Adresse de courrier electronique";"Adresse de site WEB";"Direction régionale";"Région administrative";"Ordre d'appartenance";"Réseau d'enseignement";"Type d'organisme";"Numéro de téléphone";"Numéro de poste téléphone";"Numéro de télécopieur";"Numéro - nom de rue et casier postal de l'adresse géographique";"Municipalité de l'adresse géographique";"Province de l'adresse géographique";"Code postal de l'adresse géographique";"Numéro - nom de rue et casier postal de l'adresse postale";"Municipalité de l'adresse postale";"Province de l'adresse postale";"Code postal de l'adresse postale";"Circonscription électorale provinciale";"Code de municipalité ISQ";"Fonction";"Titre de l'intervenant";"Titre court";"Appellation";"Nom du directeur";"Prénom du directeur";"Préscolaire";"Primaire";"Secondaire";"Éducation des adultes";"Formation professionnelle";"Collégial";"Universitaire";"Français";"Anglais";"Autres";
"026501";"Académie Michèle-Provost";"Académie Michèle-Provost inc.";"026500";"Académie Michèle-Provost";"info@academiemicheleprovost.qc.ca";"www.academiemicheleprovost.qc.ca";"Montréal";"Montréal";"Préscolaire, primaire, secondaire";"Privé";"Installation";"(514) 934-0596";"";"(514) 934-2390";"1517, avenue Des Pins Ouest";"Montréal";"Québec";"H3G 1B3";"1517, avenue Des Pins Ouest";"Montréal";"Québec";"H3G 1B3";"Westmount--Saint-Louis";"66023";"Directeur";"Directeur Général";"";"M.";"Baschiera";"Franco";"Oui";"Oui";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"887111";"Académie Royal West";"Académie Royal West";"887000";"CS English-Montréal";"rwa@emsb.qc.ca";"http://www.emsb.qc.ca/royalwest/";"Montréal";"Montréal";"Secondaire";"Public";"École";"(514) 489-8454";"";"(514) 489-3682";"189, avenue Easton";"Montréal-Ouest";"Québec";"H4X 1L4";"189, avenue Easton";"Montréal-Ouest";"Québec";"H4X 1L4";"Notre-Dame-de-Grâce";"66047";"Directeur";"Directeur";"";"M.";"Pita";"Tony";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";
"763001";"Académie Saint-Clément";"Académie Saint-Clément";"763000";"CS Marguerite-Bourgeoys";"direction.academiesaint-clement@csmb.qc.ca";"http://www2.csmb.qc.ca/asc/principal/index.asp";"Montréal";"Montréal";"Primaire";"Public";"École";"(514) 739-5070";"";"(514) 739-5004";"1345, chemin Régent";"Mont-Royal";"Québec";"H3P 2K8";"1345, chemin Régent";"Mont-Royal";"Québec";"H3P 2K8";"Mont-Royal";"66072";"Directeur";"Directrice";"Directrice";"Mme.";"Zavallone";"Marieke";"Non";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"885172";"Académie Sainte-Agathe";"Académie Sainte-Agathe";"885000";"CS Sir-Wilfrid-Laurier";"btsatoumas@swlauriersb.qc.ca";"https://saa.schoolqc.ca/";"Laval Laurentides Lanaudière";"Laurentides";"Préscolaire, primaire";"Public";"École";"(819) 326-2563";"";"(819) 326-7563";"26, rue Napoléon";"Sainte-Agathe-des-Monts";"Québec";"J8C 1Z3";"26, rue Napoléon";"Sainte-Agathe-des-Monts";"Québec";"J8C 1Z3";"Bertrand";"78032";"Directeur";"Directrice";"Directrice";"Mme.";"Tsatoumas";"Bessie";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";
"885189";"Académie Sainte-Agathe";"Académie Sainte-Agathe";"885000";"CS Sir-Wilfrid-Laurier";"btsatoumas@swlauriersb.qc.ca";"http://saa.schoolqc.ca/";"Laval Laurentides Lanaudière";"Laurentides";"Secondaire";"Public";"École";"(819) 326-2563";"";"(819) 326-7563";"26, rue Napoléon";"Sainte-Agathe-des-Monts";"Québec";"J8C 1Z3";"26, rue Napoléon";"Sainte-Agathe-des-Monts";"Québec";"J8C 1Z3";"Bertrand";"78032";"Directeur";"Directrice";"Directrice";"Mme.";"Tsatoumas";"Bessie";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";
"030503";"Ac. Solomon Schechter, camp. prés., s.a.";"Académie Solomon Schechter, campus préscolaire, section anglaise";"030500";"Académie Solomon Schechter";"serdelyi@solomonschechter.ca";"";"Montréal";"Montréal";"Préscolaire";"Privé";"Installation";"(514) 485-0866";"134";"(514) 485-2267";"4950, avenue Macdonald";"Montréal";"Québec";"H3X 2V3";"4950, avenue Macdonald";"Montréal";"Québec";"H3X 2V3";"D'Arcy-McGee";"66023";"Directeur";"Directeur général";"Directeur";"M.";"Erdelyi";"Steven";"Oui";"Non";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";
"030504";"Ac. Solomon Schechter, camp. prés., s.f.";"Académie Solomon Schechter, campus préscolaire, section française";"030500";"Académie Solomon Schechter";"serdelyi@solomonschechter.ca";"";"Montréal";"Montréal";"Préscolaire";"Privé";"Installation";"(514) 485-0866";"134";"(514) 485-2267";"4950, avenue Macdonald";"Montréal";"Québec";"H3X 2V3";"4950, avenue Macdonald";"Montréal";"Québec";"H3X 2V3";"D'Arcy-McGee";"66023";"";"";"";"";"";"";"Oui";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"030501";"Ac. Solomon Schechter, camp. prim., s.a.";"Académie Solomon Schechter, campus primaire, section anglaise";"030500";"Académie Solomon Schechter";"serdelyi@solomonschechter.ca";"";"Montréal";"Montréal";"Primaire";"Privé";"Installation";"(514) 485-0866";"134";"(514) 485-2267";"5555, chemin de la Côte-Saint-Luc";"Montréal";"Québec";"H3X 2C9";"5555, chemin de la Côte-Saint-Luc";"Montréal";"Québec";"H3X 2C9";"D'Arcy-McGee";"66023";"Directeur";"Directeur général";"Directeur";"M.";"Erdelyi";"Steven";"Non";"Oui";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";
"030502";"Ac. Solomon Schechter, camp. prim., s.f.";"Académie Solomon Schechter, campus primaire, section française";"030500";"Académie Solomon Schechter";"serdelyi@solomonschechter.ca";"";"Montréal";"Montréal";"Primaire";"Privé";"Installation";"(514) 485-0866";"134";"(514) 485-2267";"5555, chemin de la Côte-Saint-Luc";"Montréal";"Québec";"H3X 2C9";"5555, chemin de la Côte-Saint-Luc";"Montréal";"Québec";"H3X 2C9";"D'Arcy-McGee";"66023";"Directeur";"Directeur général";"Directeur";"M.";"Erdelyi";"Steven";"Non";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"028501";"Académie St-Louis de France";"Académie St-Louis de France";"028500";"Académie St-Louis de France";"pascal.foucault@academiesldf.ca";"www.academiesldf.com";"Montréal";"Montréal";"Préscolaire, primaire";"Privé";"Installation";"(514) 725-0340";"";"(514) 725-1460";"5320, rue d'Amos";"Montréal";"Québec";"H1G 2Y1";"5320, rue d'Amos";"Montréal";"Québec";"H1G 2Y1";"Bourassa-Sauvé";"66023";"Directeur";"Directeur ";"";"M.";"Foucault";"Pascal";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"027501";"Académie St-Louis (Québec)";"Académie St-Louis (Québec)";"027500";"Académie St-Louis (Québec)";"direct@aslouis.qc.ca";"www.aslouis.qc.ca";"Capit.-Nation. et Chaud.-App.";"Capitale-Nationale";"Secondaire";"Privé";"Installation";"(418) 845-5121";"222";"(418) 845-5244";"1500, rue de la Rive-Boisée Sud";"Québec";"Québec";"G2C 2B3";"1500, rue de la Rive-Boisée Sud";"Québec";"Québec";"G2C 2B3";"Vanier-Les Rivières";"23027";"Directeur";"Directeur";"Directeur";"M.";"Lee";"Jocelyn";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"027502";"Pavillon Saint-Louis-de-Gonzague";"Académie St-Louis (Québec) - Pavillon Saint-Louis-de-Gonzague";"027500";"Académie St-Louis (Québec)";"mireille.guay@aslouis.qc.ca";"www.aslouis.qc.ca";"Capit.-Nation. et Chaud.-App.";"Capitale-Nationale";"Préscolaire, primaire";"Privé";"Installation";"(418) 767-2200";"241";"(418) 767-2211";"2200, rue de la Rive-Boisée Nord";"Québec";"Québec";"G2C 0J1";"2200, rue de la Rive-Boisée Nord";"Québec";"Québec";"G2C 0J1";"Vanier-Les Rivières";"23027";"Directeur";"Directrice du Pavillon Saint-Louis-de-Gonzague";"";"Mme.";"Guay";"Mireille";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"548501";"Académie St. Margaret";"Académie St. Margaret";"548500";"Académie St. Margaret";"academiest-margaret@videotron.ca";"";"Laval Laurentides Lanaudière";"Lanaudière";"Préscolaire, primaire";"Privé";"Installation";"(450) 477-5172";"";"(450) 477-6003";"383, chemin des Anglais";"Mascouche";"Québec";"J7L 3P9";"383, chemin des Anglais";"Mascouche";"Québec";"J7L 3P9";"Masson";"64015";"Directeur";"";"";"Mme.";"Ménard";"Nancy";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";
"557501";"Académie Trivium";"Académie Trivium inc.";"557500";"Académie Trivium";"info@trivium-academy.com";"www.academie-trivium.com";"Outaouais";"Outaouais";"Préscolaire, primaire";"Privé";"Installation";"(819) 643-0828";"";"(819) 643-9176";"88, rue Jean-René-Monette";"Gatineau";"Québec";"J8P 5B7";"88, rue Jean-René-Monette";"Gatineau";"Québec";"J8P 5B7";"Chapleau";"81017";"Directeur";"Secrétaire";"Secrétaire";"Mme.";"Samson";"Hélène";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";
"558501";"Académie Vaudrin";"Académie Vaudrin";"558500";"Académie Vaudrin";"mvaudrin@academievaudrin.ca";"www.academievaudrin.ca";"Montérégie";"Montérégie";"Préscolaire, primaire";"Privé";"Installation";"(450) 510-5454";"2";"(450) 510-0927";"1255, rue Émile-Bouchard";"Vaudreuil-Dorion";"Québec";"J7V 0B7";"1255, rue Émile-Bouchard";"Vaudreuil-Dorion";"Québec";"J7V 0B7";"Vaudreuil";"71083";"Directeur";"Directrice";"";"Mme.";"Vaudrin";"Michelle";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";
"478502";"Académie Yéshiva Yavné";"Académie Yéshiva Yavné";"478500";"Académie Yéshiva Yavné";"mellul.yavne@gmail.com";"";"Montréal";"Montréal";"Préscolaire, primaire, secondaire";"Privé";"Installation";"(514) 481-8563";"";"(514) 481-7397";"7946, chemin Wavell";"Côte-Saint-Luc";"Québec";"H4W 1L7";"7946, chemin Wavell";"Côte-Saint-Luc";"Québec";"H4W 1L7";"D'Arcy-McGee";"66058";"Directeur";"Directeur";"Directeur";"M.";"Mellul";"Samuel";"Oui";"Oui";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"932010";"Agrinova";"Agrinova";"932001";"Collège d'Alma";"info@crda.qc.ca";"http://www.crda.ca";"Saguenay  Lac-Saint-Jean";"Saguenay--Lac-Saint-Jean";"Collégial";"Public";"Centre coll de transfert tech.";"(418) 480-3300";"";"(418) 480-3306";"640, rue Côté Ouest";"Alma";"Québec";"G8B 7S8";"640, rue Côté Ouest";"Alma";"Québec";"G8B 7S8";"Lac-Saint-Jean";"93042";"Directeur";"Directeur";"Directeur";"M.";"Wieland";"Richard";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";
"693590";"Air Richelieu";"Air Richelieu";"";"";"tdugrippe@airrichelieu.com";"www.airrichelieu.com";"Montérégie";"Montérégie";"Collégial";"Privé";"Collège privé";"(450) 445-4444";"235";"(450) 926-0430";"5800, route de l'Aéroport";"Longueuil";"Québec";"J3Y 8Y9";"5800, route de l'Aéroport";"Longueuil";"Québec";"J3Y 8Y9";"Vachon";"58227";"Directeur général";"Directeur général";"DG";"M.";"Dugrippe";"Thierry";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";"Non";
"169501";"Alexander von Humb. Éc. int. all.";"Alexander von Humboldt École internationale allemande inc.";"169500";"Alexander von Humb Éc. int. all.";"avh@avh.montreal.qc.ca";"www.avh.montreal.qc.ca";"Montréal";"Montréal";"Préscolaire, primaire, secondaire";"Privé";"Installation";"(514) 457-2886";"";"(514) 457-2885";"216, place Victoria";"Baie-D'Urfé";"Québec";"H9X 2H9";"216, place Victoria";"Baie-D'Urfé";"Québec";"H9X 2H9";"Jacques-Cartier";"66112";"Directeur";"Directeur";"Directeur";"M.";"Linse";"Thomas";"Oui";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";
"869402";"Atelier-école Les Cèdres";"Atelier-école Les Cèdres";"869000";"CS des Trois-Lacs";"atelierlescedres@cstrois-lacs.qc.ca";"";"Montérégie";"Montérégie";"Formation professionnelle";"Public";"Centre de formation prof.";"(514) 477-7020";"5425";"(450) 452-4556";"1587, chemin Saint-Dominique";"Les Cèdres";"Québec";"J7T 1K8";"1587, chemin Saint-Dominique";"Les Cèdres";"Québec";"J7T 1K8";"Soulanges";"71050";"Directeur";"Directeur";"Directeur";"M.";"Coutlee";"Guy";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";"Non";"Non";
"032501";"Aviron Québec Collège Technique";"Aviron Québec Collège Technique";"032500";"Aviron Québec Collège Technique";"info@avironquebec.com";"www.avironquebec.com";"Capit.-Nation. et Chaud.-App.";"Capitale-Nationale";"Formation professionnelle";"Privé";"Installation";"(418) 529-1321";"";"(418) 529-1322";"270, boulevard Charest Est";"Québec";"Québec";"G1K 3H1";"270, boulevard Charest Est";"Québec";"Québec";"G1K 3H1";"Taschereau";"23027";"Directeur";"Directeur";"Directeur";"M.";"Flegg";"Allan";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";"Oui";"Non";
"032502";"Aviron Québec Collège Technique";"Aviron Québec Collège Technique";"032500";"Aviron Québec Collège Technique";"aflegg@avironquebec.com";"www.avironquebec.com";"Capit.-Nation. et Chaud.-App.";"Capitale-Nationale";"Formation professionnelle";"Privé";"Installation";"(418) 529-1321";"";"(418) 529-1322";"1275, rue De La Jonquière";"Québec";"Québec";"G1N 3X2";"1275, rue De La Jonquière";"Québec";"Québec";"G1N 3X2";"Taschereau";"23027";"Directeur";"Directeur adjoint";"Directeur";"M.";"Dunant";"Steve";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";"Oui";"Non";
"923092";"Biopterre - CDB";"Biopterre - Centre de développement des bioproduits";"923000";"Cégep de La Pocatière";"";"www.biopterre.com";"Bas-St-Laurent Gasp. Île-Mad.";"Bas-Saint-Laurent";"Collégial";"Public";"Centre coll de transfert tech.";"(418) 856-5917";"116";"(418) 856-6405";"1642, rue de la Ferme";"La Pocatière";"Québec";"G0R 1Z0";"1642, rue de la Ferme";"La Pocatière";"Québec";"G0R 1Z0";"Côte-du-Sud";"14085";"Directeur";"Directeur général";"Directeur général";"M.";"Cayer";"Benoit";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";"Non";
"033501";"Bishop's College School";"Bishop's College School";"033500";"Bishop's college school";"wjohnson@bishopscollegeschool.com";"www.bishopscollegeschool.com";"Estrie";"Estrie";"Secondaire";"Privé";"Installation";"(819) 566-0227";"206";"(819) 822-8917";"80, chemin Moulton Hill";"Sherbrooke";"Québec";"J1M 1Z8";"80, chemin Moulton Hill";"Sherbrooke";"Québec";"J1M 1Z8";"Saint-François";"43027";"Directeur";"Directeur";"Directeur";"M.";"Mitchell";"William";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";
"920001";"Cégep Abitibi (Campus d'Amos)";"Campus d'Amos";"920000";"Cégep de l'Abitibi-Témiscamingue";"";"http://cegepat.qc.ca";"Abit.-Témisc. Nord-du-Québec";"Abitibi-Témiscamingue";"Collégial";"Public";"Centre d'enseignement";"(819) 732-5218";"";"(819) 732-3819";"341, rue Principale Nord";"Amos";"Québec";"J9T 2L8";"341, rue Principale Nord";"Amos";"Québec";"J9T 2L8";"Abitibi-Ouest";"88055";"Directeur";"Directrice du campus d'Amos";"Directrice";"Mme.";"Charron";"Dany";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";"Non";
"866371";"Campus de Brome-Missisquoi";"Campus de Brome-Missisquoi";"866000";"CS du Val-des-Cerfs";"";"www.cbm.csvdc.qc.ca";"Montérégie";"Montérégie";"Éducation des adultes";"Public";"Centre éducation des adultes";"(450) 263-7901";"";"(450) 263-0985";"180, rue Adélard-Godbout";"Cowansville";"Québec";"J2K 3X9";"180, rue Adélard-Godbout";"Cowansville";"Québec";"J2K 3X9";"Brome-Missisquoi";"46080";"Directeur";"Directeur de centre";"Directeur de centre";"M.";"Retchless";"Andrew";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"866471";"Campus de Brome-Missisquoi";"Campus de Brome-Missisquoi";"866000";"CS du Val-des-Cerfs";"";"www.cbm.csvdc.qc.ca";"Montérégie";"Montérégie";"Formation professionnelle";"Public";"Centre de formation prof.";"(450) 263-7901";"";"(450) 263-0985";"180, rue Adélard-Godbout";"Cowansville";"Québec";"J2K 3X9";"180, rue Adélard-Godbout";"Cowansville";"Québec";"J2K 3X9";"Brome-Missisquoi";"46080";"Directeur";"Directrice de centre";"Directrice de centre";"Mme.";"Bouvier";"Paule-Andrée";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";"Non";"Non";
"920002";"Cégep Abitibi (Campus de Val-d'Or)";"Campus de Val-d'Or";"920000";"Cégep de l'Abitibi-Témiscamingue";"";"http://cegepat.qc.ca";"Abit.-Témisc. Nord-du-Québec";"Abitibi-Témiscamingue";"Collégial";"Public";"Centre d'enseignement";"(819) 874-3837";"";"(819) 825-4340";"675, 1re Avenue";"Val-d'Or";"Québec";"J9P 1Y3";"675, 1re Avenue";"Val-d'Or";"Québec";"J9P 1Y3";"Abitibi-Est";"89008";"";"";"";"";"";"";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";"Non";
"920003";"Campus de Val-d'Or (Anglophone)";"Campus de Val-d'Or (Anglophone)";"920000";"Cégep de l'Abitibi-Témiscamingue";"";"http://cegepat.qc.ca";"Abit.-Témisc. Nord-du-Québec";"Abitibi-Témiscamingue";"Collégial";"Public";"Centre d'enseignement";"(819) 874-3837";"";"(819) 825-4340";"675, 1re Avenue";"Val-d'Or";"Québec";"J9P 1Y3";"675, 1re Avenue";"Val-d'Or";"Québec";"J9P 1Y3";"Abitibi-Est";"89008";"Directeur";"Directeur de la formation continue et services internationaux";"Directeur";"M.";"Bertrand";"Marc";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";"Non";
"919002";"Campus Félix-Leclerc (Outaouais)";"Campus Félix-Leclerc";"919000";"Cégep de l'Outaouais";"";"http://www.cegepoutaouais.qc.ca";"Outaouais";"Outaouais";"Collégial";"Public";"Centre d'enseignement";"(819) 770-4012";"3202";"(819) 243-9007";"820, boulevard de la Gappe";"Gatineau";"Québec";"J8T 7T7";"820, boulevard de la Gappe";"Gatineau";"Québec";"J8T 7T7";"Chapleau";"81017";"Directeur";"Directrice du développement des ressources humaines et services aux personnels";"Directrice";"Mme.";"Fortier";"Hélène";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";"Non";
"210508";"Campus Notre-Dame-de-Foy";"Campus Notre-Dame-de-Foy";"";"";"dufourg@cndf.qc.ca";"http://www.cndf.qc.ca";"Capit.-Nation. et Chaud.-App.";"Capitale-Nationale";"Collégial";"Privé";"Collège privé";"(418) 872-8041";"1137";"(418) 872-8987";"5000, rue Clément-Lockquell";"Saint-Augustin-de-Desmaures";"Québec";"G3A 1B3";"5000, rue Clément-Lockquell";"Saint-Augustin-de-Desmaures";"Québec";"G3A 1B3";"Louis-Hébert";"23072";"Directeur général";"Directeur général";"Dir. général";"M.";"Dufour";"Guy";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";"Non";
"485501";"Campus Notre-Dame-de-Foy";"Campus Notre-Dame-de-Foy";"485500";"Campus Notre-Dame-de-Foy";"dufourg@cndf.qc.ca";"www.cndf.qc.ca";"Capit.-Nation. et Chaud.-App.";"Capitale-Nationale";"Formation professionnelle";"Privé";"Installation";"(418) 872-8041";"1137";"(418) 872-8987";"5000, rue Clément-Lockquell";"Saint-Augustin-de-Desmaures";"Québec";"G3A 1B3";"5000, rue Clément-Lockquell";"Saint-Augustin-de-Desmaures";"Québec";"G3A 1B3";"Louis-Hébert";"23072";"Directeur";"Directeur général";"";"M.";"Dufour";"Guy";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";"Oui";"Non";
"690572";"Campus ND-Foy (boul. Décarie, Mtl)";"Campus Notre-Dame-de-Foy (boul. Décarie, Mtl)";"210508";"Campus Notre-Dame-de-Foy";"dufourg@cndf.qc.ca";"http://www.cndf.qc.ca";"Montréal";"Montréal";"Collégial";"Privé";"Installation du collège privé";"(418) 872-8041";"1137";"(418) 872-8987";"6900, boulevard Décarie, bureau 216";"Montréal";"Québec";"H3X 2T8";"5000, rue Clément-Lockquell";"Saint-Augustin-de-Desmaures";"Québec";"H3X 2T8";"D'Arcy-McGee";"66023";"Directeur";"Directeur général";"Dir. général";"M.";"Dufour";"Guy";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";"Non";
"690571";"Campus ND-Foy (rue Vézina, Mtl)";"Campus Notre-Dame-de-Foy (rue Vézina, Mtl)";"210508";"Campus Notre-Dame-de-Foy";"dufourg@cndf.qc.ca";"http://www.cndf.qc.ca";"Montréal";"Montréal";"Collégial";"Privé";"Installation du collège privé";"(418) 872-8041";"1137";"(418) 872-8987";"5115, rue Vézina";"Montréal";"Québec";"H3W 1C2";"5000, rue Clément-Lockquell";"Saint-Augustin-de-Desmaures";"Québec";"H3W 1C2";"Mont-Royal";"66023";"Directeur";"Directeur général";"Dir. général";"M.";"Dufour";"Guy";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";"Non";
"853050";"Campus primaire Mont-Tremblant";"Campus primaire Mont-Tremblant";"853000";"CS des Laurentides";"fleursoleil@cslaurentides.qc.ca";"";"Laval Laurentides Lanaudière";"Laurentides";"Préscolaire, primaire";"Public";"École";"(819) 425-3565";"5301";"(819) 425-6249";"509, rue Labelle";"Mont-Tremblant";"Québec";"J8E 3H2";"509, rue Labelle";"Mont-Tremblant";"Québec";"J8E 3H2";"Labelle";"78102";"Directeur";"Directrice";"Directrice";"Mme.";"Hébert";"Suzanne";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"742451";"CFP Carrefour Form. Mauricie";"Carrefour Formation Mauricie formation professionnelle";"742000";"CS de l'Énergie";"";"http://www.csenergie.qc.ca/cfm/";"Mauricie Centre-du-Québec";"Mauricie";"Formation professionnelle";"Public";"Centre de formation prof.";"(819) 539-2265";"";"(819) 539-1945";"5105, avenue Albert-Tessier";"Shawinigan";"Québec";"G9N 7A3";"5105, avenue Albert-Tessier";"Shawinigan";"Québec";"G9N 7A3";"Saint-Maurice";"36033";"Directeur";"Directeur des Services de l'éducation des adultes et de la formation professionnelle";"Directeur";"M.";"Lampron";"Denis";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";"Non";"Non";
"277500";"CDE Collège";"CDE Collège";"";"";"marie-andree.savoie@cde-college.com";"http://www.cde-college.com";"Estrie";"Estrie";"Collégial";"Privé";"Collège privé";"(819) 346-5000";"";"(819) 346-4463";"37, rue Wellington Nord Bureau 101";"Sherbrooke";"Québec";"J1H 5A9";"37, rue Wellington Nord Bureau 101";"Sherbrooke";"Québec";"J1H 5A9";"Sherbrooke";"43027";"Directeur général";"Directeur général";"Directeur général";"M.";"Gaudreault";"Ovila";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";"Non";
"692520";"CDE Collège - Drummondville";"CDE Collège - Drummondville";"277500";"CDE Collège";"annie.auger@cde-college.com";"http://www.cde-college.com";"";"Centre-du-Québec";"Collégial";"Privé";"Installation du collège privé";"(819) 478-8877";"";"(819) 478-0398";"455, boulevard Saint-Joseph, 2e étage Place Citadelle";"Drummondville";"Québec";"J2C 7B5";"455, boulevard Saint-Joseph, 2e étage Place Citadelle";"Drummondville";"Québec";"J2C 7B5";"Drummond--Bois-Francs";"49058";"Directeur";"Directrice adjointe, campus de Drummondville";"";"Mme.";"Auger";"Annie";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";"Non";
